" 
So he spoke, and the old man was seized with fear and obeyed his word.","ὣς ἔφατ̓, ἔδεισεν δ̓ ὃ γέρων καὶ ἐπείθετο μύθῳ·"
"  He went forth in silence along the shore of the loud-resounding sea, and earnestly then, when he had gone apart, the old man prayed [35] to the lord Apollo, whom fair-haired Leto bore:","βῆ δ̓ ἀκέων παρὰ θῖνα πολυφλοίσβοιο θαλάσσης·||πολλὰ δ̓ ἔπειτ̓ ἀπάνευθε κιὼν ἠρᾶθ̓ ὃ γεραιὸς Ἀπόλλωνι ἄνακτι, τὸν ἠΰκομος τέκε Λητώ·"
" ""Hear me, god of the silver bow, who stand over Chryse and holy Cilla, and rule mightily over Tenedos, Sminthian god, if ever I roofed over a temple to your pleasing, or if ever I burned to you fat thigh-pieces of bulls and goats, [40] fulfill this prayer for me:","κλῦθί μευ ἀργυρότοξ̓, ὃς Χρύσην ἀμφιβέβηκας Κίλλάν τε ζαθέην Τενέδοιό τε ἶφι ἀνάσσεις, Σμινθεῦ εἴ ποτέ τοι χαρίεντ̓ ἐπὶ νηὸν ἔρεψα, ἢ εἰ δή ποτέ τοι κατὰ πίονα μηρί̓ ἔκηα ταύρων ἠδ̓ αἰγῶν, τὸ δέ μοι κρήηνον ἐέλδωρ·"
" let the Danaans pay for my tears by your arrows""
So he spoke in prayer, and Phoebus Apollo heard him.","τίσειαν Δαναοὶ ἐμὰ δάκρυα σοῖσι βέλεσσιν."
"  Down from the peaks of Olympus he strode, angered at heart, bearing on his shoulders his bow and covered quiver.","ὣς ἔφατ̓ εὐχόμενος, τοῦ δ̓ ἔκλυε Φοῖβος Ἀπόλλων, βῆ δὲ κατ̓ Οὐλύμποιο καρήνων χωόμενος κῆρ, τόξ̓ ὤμοισιν ἔχων ἀμφηρεφέα τε φαρέτρην·"
" [45] The arrows rattled on the shoulders of the angry god as he moved, and his coming was like the night.","ἔκλαγξαν δ̓ ἄῤ ὀϊστοὶ ἐπ̓ ὤμων χωομένοιο, αὐτοῦ κινηθέντος·||ὃ δ̓ ἤϊε νυκτὶ ἐοικώς."
"  Then he sat down apart from the ships and let fly an arrow:","ἕζετ̓ ἔπειτ̓ ἀπάνευθε νεῶν, μετὰ δ̓ ἰὸν ἕηκε·"
" terrible was the twang of the silver bow.","δεινὴ δὲ κλαγγὴ γένετ̓ ἀργυρέοιο βιοῖο·"
"  The mules he assailed first and the swift dogs, [50] but then on the men themselves he let fly his stinging shafts, and struck; and constantly the pyres of the dead burned thick.","οὐρῆας μὲν πρῶτον ἐπῴχετο καὶ κύνας ἀργούς, αὐτὰρ ἔπειτ̓ αὐτοῖσι βέλος ἐχεπευκὲς ἐφιεὶς βάλλ̓·||αἰεὶ δὲ πυραὶ νεκύων καίοντο θαμειαί."
"
For nine days the missiles of the god ranged among the host, but on the tenth Achilles called the people to assembly, for the goddess, white-armed Hera, had put it in his heart, [55] since she pitied the Danaans, when she saw them dying.","ἐννῆμαρ μὲν ἀνὰ στρατὸν ᾤχετο κῆλα θεοῖο, τῇ δεκάτῃ δ̓ ἀγορὴν δὲ καλέσσατο λαὸν Ἀχιλλεύς·||τῷ γὰρ ἐπὶ φρεσὶ θῆκε θεὰ λευκώλενος Ἥρη·||κήδετο γὰρ Δαναῶν, ὅτι ῥα θνήσκοντας ὁρᾶτο."
"  When they were assembled and gathered together, among them arose and spoke swift-footed Achilles:","οἳ δ̓ ἐπεὶ οὖν ἤγερθεν ὁμηγερέες τε γένοντο, τοῖσι δ̓ ἀνιστάμενος μετέφη πόδας ὠκὺς Ἀχιλλεύς·"
"
""Son of Atreus, now I think we shall return home, beaten back again, should we even escape death, [60] if war and pestilence alike are to ravage the Achaeans.","Ἀτρεΐδη νῦν ἄμμε παλιμπλαγχθέντας ὀΐω ἂψ ἀπονοστήσειν, εἴ κεν θάνατόν γε φύγοιμεν, εἰ δὴ ὁμοῦ πόλεμός τε δαμᾷ καὶ λοιμὸς Ἀχαιούς·"
"  But come, let us ask some seer or priest, or some reader of dreams—for a dream too is from Zeus—who might say why Phoebus Apollo is so angry, whether he finds fault with a vow or a hecatomb; [65] in hope that he may accept the savour of lambs and unblemished goats, and be willing to ward off the pestilence from us.""","ἀλλ̓ ἄγε δή τινα μάντιν ἐρείομεν ἢ ἱερῆα ἢ καὶ ὀνειροπόλον, καὶ γάρ τ̓ ὄναρ ἐκ Διός ἐστιν, ὅς κ̓ εἴποι ὅ τι τόσσον ἐχώσατο Φοῖβος Ἀπόλλων, εἴτ̓ ἄῤ ὅ γ̓ εὐχωλῆς ἐπιμέμφεται ἠδ̓ ἑκατόμβης, αἴ κέν πως ἀρνῶν κνίσης αἰγῶν τε τελείων βούλεται ἀντιάσας ἡμῖν ἀπὸ λοιγὸν ἀμῦναι."
" 
When he had thus spoken he sat down, and among them arose Calchas son of Thestor, far the best of bird-diviners, who knew the things that were, and that were to be, and that had been before, [70] and who had guided the ships of the Achaeans to Ilios by his own prophetic powers which Phoebus Apollo had bestowed upon him.","ἤτοι ὅ γ̓ ὣς εἰπὼν κατ̓ ἄῤ ἕζετο·||τοῖσι δ̓ ἀνέστη Κάλχας Θεστορίδης οἰωνοπόλων ὄχ̓ ἄριστος, ὃς ᾔδη τά τ̓ ἐόντα τά τ̓ ἐσσόμενα πρό τ̓ ἐόντα, καὶ νήεσσ̓ ἡγήσατ̓ Ἀχαιῶν Ἴλιον εἴσω ἣν διὰ μαντοσύνην, τήν οἱ πόρε Φοῖβος Ἀπόλλων·||ὅ σφιν ἐὺ φρονέων ἀγορήσατο καὶ μετέειπεν·"
"  He with good intent addressed the gathering, and spoke among them:","ὦ Ἀχιλεῦ κέλεαί με Διῒ φίλε μυθήσασθαι μῆνιν Ἀπόλλωνος ἑκατηβελέταο ἄνακτος·"
" ""Achilles, dear to Zeus, you bid me declare the wrath of Apollo, the lord who strikes from afar.",
" [75] Therefore I will speak; but take thought and swear that you will readily defend me with word and with might of hand; for I think I shall anger a man who rules mightily over all the Argives, and whom the Achaeans obey.","τοὶ γὰρ ἐγὼν ἐρέω·||σὺ δὲ σύνθεο καί μοι ὄμοσσον ἦ μέν μοι πρόφρων ἔπεσιν καὶ χερσὶν ἀρήξειν·||ἦ γὰρ ὀΐομαι ἄνδρα χολωσέμεν, ὃς μέγα πάντων Ἀργείων κρατέει καί οἱ πείθονται Ἀχαιοί·"
"  For mightier is a king, when he is angry at a lesser man.","κρείσσων γὰρ βασιλεὺς ὅτε χώσεται ἀνδρὶ χέρηϊ·"
" [80] Even if he swallows down his wrath for that day, yet afterwards he cherishes resentment in his heart till he brings it to fulfillment.","εἴ περ γάρ τε χόλον γε καὶ αὐτῆμαρ καταπέψῃ, ἀλλά τε καὶ μετόπισθεν ἔχει κότον, ὄφρα τελέσσῃ, ἐν στήθεσσιν ἑοῖσι·"
"  Say then, if you will keep me safe.""","σὺ δὲ φράσαι εἴ με σαώσεις."
"
In answer to him spoke swift-footed Achilles:","τὸν δ̓ ἀπαμειβόμενος προσέφη πόδας ὠκὺς Ἀχιλλεύς·"
" ""Take heart, and speak out whatever oracle you know; [85] for by Apollo, dear to Zeus, to whom you, Calchas, pray when you reveal oracles to the Danaans, no one, while I live and have sight on the earth, shall lay heavy hands on you beside the hollow ships, no one of the whole host of the Danaans, [90] not even if you name Agamemnon, who now claims to be far the best of the Achaeans.""","θαρσήσας μάλα εἰπὲ θεοπρόπιον ὅ τι οἶσθα·||οὐ μὰ γὰρ Ἀπόλλωνα Διῒ φίλον, ᾧ τε σὺ Κάλχαν εὐχόμενος Δαναοῖσι θεοπροπίας ἀναφαίνεις, οὔ τις ἐμεῦ ζῶντος καὶ ἐπὶ χθονὶ δερκομένοιο σοὶ κοίλῃς παρὰ νηυσί βαρείας χεῖρας ἐποίσει συμπάντων Δαναῶν, οὐ δ̓ ἢν Ἀγαμέμνονα εἴπῃς, ὃς νῦν πολλὸν ἄριστος Ἀχαιῶν εὔχεται εἶναι."
" 
Then the blameless seer took heart, and spoke:","καὶ τότε δὴ θάρσησε καὶ ηὔδα μάντις ἀμύμων·"
"
""It is not then because of a vow that he finds fault, nor because of a hecatomb, but because of the priest whom Agamemnon dishonoured, and did not release his daughter nor accept the ransom.","οὔ τ̓ ἄρ ὅ γ̓ εὐχωλῆς ἐπιμέμφεται οὐ δ̓ ἑκατόμβης, ἀλλ̓ ἕνεκ̓ ἀρητῆρος ὃν ἠτίμησ̓ Ἀγαμέμνων, οὐ δ̓ ἀπέλυσε θύγατρα καὶ οὐκ ἀπεδέξατ̓ ἄποινα, τοὔνεκ̓ ἄῤ ἄλγἐ ἔδωκεν ἑκηβόλος ἠδ̓ ἔτι δώσει·"
" [95] For this cause the god who strikes from afar has given woes and will still give them.","οὐ δ̓ ὅ γε πρὶν Δαναοῖσιν ἀεικέα λοιγὸν ἀπώσει πρίν γ̓ ἀπὸ πατρὶ φίλῳ δόμεναι ἑλικώπιδα κούρην ἀπριάτην ἀνάποινον, ἄγειν θ̓ ἱερὴν ἑκατόμβην ἐς Χρύσην·"
" He will not drive off from the Danaans the loathsome pestilence, until we give back to her dear father the bright-eyed maiden, unbought, unransomed, and lead a sacred hecatomb to Chryse.","τότε κέν μιν ἱλασσάμενοι πεπίθοιμεν."
" Then we might appease and persuade him.""",
" [100] 
When he had thus spoken he sat down, and among them arose the warrior, son of Atreus, wide-ruling Agamemnon, deeply troubled.","ἤτοι ὅ γ̓ ὣς εἰπὼν κατ̓ ἄῤ ἕζετο·||τοῖσι δ̓ ἀνέστη ἥρως Ἀτρεΐδης εὐρὺ κρείων Ἀγαμέμνων ἀχνύμενος·"
" With rage his black heart was wholly filled, and his eyes were like blazing fire.","μένεος δὲ μέγα φρένες ἀμφιμέλαιναι πίμπλαντ̓, ὄσσε δέ οἱ πυρὶ λαμπετόωντι ἐΐκτην·"
"  To Calchas first of all he spoke, and his look threatened evil:","Κάλχαντα πρώτιστα κάκ̓ ὀσσόμενος προσέειπε·"
" [105] ""Prophet of evil, never yet have you spoken to me a pleasant thing; ever is evil dear to your heart to prophesy, but a word of good you have never yet spoken, nor brought to pass.","μάντι κακῶν οὐ πώ ποτέ μοι τὸ κρήγυον εἶπας·||αἰεί τοι τὰ κάκ̓ ἐστὶ φίλα φρεσὶ μαντεύεσθαι, ἐσθλὸν δ̓ οὔτέ τί πω εἶπας ἔπος οὔ τ̓ ἐτέλεσσας·"
"  And now among the Danaans you claim in prophecy that for this reason the god who strikes from afar brings woes upon them, [110] that I would not accept the glorious ransom for the girl, the daughter of Chryses, since I much prefer to keep her in my home.","καὶ νῦν ἐν Δαναοῖσι θεοπροπέων ἀγορεύεις ὡς δὴ τοῦδ̓ ἕνεκά σφιν ἑκηβόλος ἄλγεα τεύχει, οὕνεκ̓ ἐγὼ κούρης Χρυσηΐδος ἀγλά̓ ἄποινα οὐκ ἔθελον δέξασθαι, ἐπεὶ πολὺ βούλομαι αὐτὴν οἴκοι ἔχειν·"
"  For certainly I prefer her to Clytemnestra, my wedded wife, since she is not inferior to her, either in form or in stature, or in mind, or in  any handiwork.","καὶ γάρ ῥα Κλυταιμνήστρης προβέβουλα κουριδίης ἀλόχου, ἐπεὶ οὔ ἑθέν ἐστι χερείων, οὐ δέμας οὐ δὲ φυήν, οὔ τ̓ ἂρ φρένας οὔτέ τι ἔργα."
" [115] Yet even so will I give her back, if that is better; I would rather the people be safe than perish.","ἀλλὰ καὶ ὧς ἐθέλω δόμεναι πάλιν εἰ τό γ̓ ἄμεινον·||βούλομ̓ ἐγὼ λαὸν σῶν ἔμμεναι ἢ ἀπολέσθαι·"
"  But provide me with a prize of honour forthwith, lest I alone of the Argives be without one, since that would not be proper.","αὐτὰρ ἐμοὶ γέρας αὐτίχ̓ ἑτοιμάσατ̓ ὄφρα μὴ οἶος Ἀργείων ἀγέραστος ἔω, ἐπεὶ οὐ δὲ ἔοικε·"
" For you all see this, that my prize goes elsewhere.""","λεύσσετε γὰρ τό γε πάντες ὅ μοι γέρας ἔρχεται ἄλλῃ."
" [120] 
In answer to him spoke swift-footed brilliant Achilles:","τὸν δ̓ ἠμείβετ̓ ἔπειτα ποδάρκης δῖος Ἀχιλλεύς·"
"
""Most glorious son of Atreus, most covetous of all, how shall the great-hearted Achaeans give you a prize?","Ἀτρεΐδη κύδιστε φιλοκτεανώτατε πάντων, πῶς γάρ τοι δώσουσι γέρας μεγάθυμοι Ἀχαιοί;"
"  We know nothing of a hoard of wealth in common store, but whatever we took by pillage from the cities has been apportioned, [125] and it is not seemly to gather these things back from the army.","οὐ δέ τί που ἴδμεν ξυνήϊα κείμενα πολλά·||ἀλλὰ τὰ μὲν πολίων ἐξεπράθομεν, τὰ δέδασται, λαοὺς δ̓ οὐκ ἐπέοικε παλίλλογα ταῦτ̓ ἐπαγείρειν."
" But give back the girl to the god, and we Achaeans will recompense you three and fourfold, if ever Zeus grants us to sack the well-walled city of Troy.""","ἀλλὰ σὺ μὲν νῦν τήνδε θεῷ πρόες·||αὐτὰρ Ἀχαιοὶ τριπλῇ τετραπλῇ τ̓ ἀποτείσομεν, αἴ κέ ποθι Ζεὺς δῷσι πόλιν Τροίην εὐτείχεον ἐξαλαπάξαι."
" 
In answer to him spoke lord Agamemnon:","τὸν δ̓ ἀπαμειβόμενος προσέφη κρείων Ἀγαμέμνων·"
" [130] ""Do not thus, mighty though you are, godlike Achilles, seek to deceive me with your wit; for you will not get by me nor persuade me.","μὴ δ̓ οὕτως ἀγαθός περ ἐὼν θεοείκελ̓ Ἀχιλλεῦ κλέπτε νόῳ, ἐπεὶ οὐ παρελεύσεαι οὐ δέ με πείσεις."
" Are you willing, so that your yourself may keep your prize, for me to sit here idly in want, while you order me to give her back?","ἦ ἐθέλεις ὄφῤ αὐτὸς ἔχῃς γέρας, αὐτὰρ ἔμ̓ αὔτως ἧσθαι δευόμενον, κέλεαι δέ με τήνδ̓ ἀποδοῦναι;"
"  No, if the great-hearted Achaeans give me a prize, [135] suiting it to my mind, so that it will be worth just as much—but if they do not, I myself will come and take your prize, or that of Aias, or that of Odysseus I will seize and bear away.","ἀλλ̓ εἰ μὲν δώσουσι γέρας μεγάθυμοι Ἀχαιοὶ ἄρσαντες κατὰ θυμὸν ὅπως ἀντάξιον ἔσται·||εἰ δέ κε μὴ δώωσιν ἐγὼ δέ κεν αὐτὸς ἕλωμαι ἢ τεὸν ἢ Αἴαντος ἰὼν γέρας, ἢ Ὀδυσῆος ἄξω ἑλών·"
"  Angry will he be, to whomever I come.","ὃ δέ κεν κεχολώσεται ὅν κεν ἵκωμαι."
" But these things we will consider hereafter.","ἀλλ̓ ἤτοι μὲν ταῦτα μεταφρασόμεσθα καὶ αὖτις, νῦν δ̓ ἄγε νῆα μέλαιναν ἐρύσσομεν εἰς ἅλα δῖαν, ἐν δ̓ ἐρέτας ἐπιτηδὲς ἀγείρομεν, ἐς δ̓ ἑκατόμβην θείομεν, ἂν δ̓ αὐτὴν Χρυσηΐδα καλλιπάρῃον βήσομεν·"
" [140] Let us now drag a black ship to the shining sea, and quickly gather suitable rowers into it, and place on board a hecatomb, and embark on it the fair-cheeked daughter of Chryses herself.","εἷς δέ τις ἀρχὸς ἀνὴρ βουληφόρος ἔστω, ἢ Αἴας ἢ Ἰδομενεὺς ἢ δῖος Ὀδυσσεὺς ἠὲ σὺ Πηλεΐδη πάντων ἐκπαγλότατ̓ ἀνδρῶν, ὄφῤ ἥμιν ἑκάεργον ἱλάσσεαι ἱερὰ ῥέξας."
"  Let one prudent man be its commander, either Aias, or Idomeneus, or brilliant Odysseus, [145] or you, son of Peleus, of all men most extreme, so that on our behalf you may propitiate the god who strikes from afar by offering sacrifice.""","τὸν δ̓ ἄῤ ὑπόδρα ἰδὼν προσέφη πόδας ὠκὺς Ἀχιλλεύς·||ὤ μοι ἀναιδείην ἐπιειμένε κερδαλεόφρον πῶς τίς τοι πρόφρων ἔπεσιν πείθηται Ἀχαιῶν ἢ ὁδὸν ἐλθέμεναι ἢ ἀνδράσιν ἶφι μάχεσθαι;"
"
Glaring from beneath his brows spoke to him swift-footed Achilles:",
" ""Ah me, clothed in shamelessness, thinking of profit, how shall any man of the Achaeans obey your words with a ready heart [150] either to go on a journey or to fight against men with force?","οὐ γὰρ ἐγὼ Τρώων ἕνεκ̓ ἤλυθον αἰχμητάων δεῦρο μαχησόμενος, ἐπεὶ οὔ τί μοι αἴτιοί εἰσιν·"
"  It was not on account of the Trojan spearmen that I came here to fight, since they have done no wrong to me.","οὐ γὰρ πώποτ̓ ἐμὰς βοῦς ἤλασαν οὐ δὲ μὲν ἵππους, οὐ δέ ποτ̓ ἐν Φθίῃ ἐριβώλακι βωτιανείρῃ καρπὸν ἐδηλήσαντ̓, ἐπεὶ ἦ μάλα πολλὰ μεταξὺ οὔρεά τε σκιόεντα θάλασσά τε ἠχήεσσα·"
"  Never have they driven off my cattle or my horses, nor ever in deep-soiled Phthia, nurse of men, [155] did they lay waste the harvest, for many things lie between us—shadowy mountains and sounding sea.","ἀλλὰ σοὶ ὦ μέγ̓ ἀναιδὲς ἅμ̓ ἑσπόμεθ̓ ὄφρα σὺ χαίρῃς, τιμὴν ἀρνύμενοι Μενελάῳ σοί τε κυνῶπα πρὸς Τρώων·||τῶν οὔ τι μετατρέπῃ οὐ δ̓ ἀλεγίζεις·"
"  But you, shameless one, we followed, so that you might rejoice, seeking to win recompense for Menelaus and for yourself, dog-face, from the Trojans.",
"  This you disregard, and take no heed of.",
" [160] And now you threaten that you will yourself take my prize away from me, for which I toiled so much, which the sons of the Achaeans gave to me.","καὶ δή μοι γέρας αὐτὸς ἀφαιρήσεσθαι ἀπειλεῖς, ᾧ ἔπι πολλὰ μόγησα, δόσαν δέ μοι υἷες Ἀχαιῶν."
" Never have I prize like yours, whenever the Achaeans sack a well-inhabited citadel of the Trojans.","οὐ μὲν σοί ποτε ἶσον ἔχω γέρας ὁππότ̓ Ἀχαιοὶ Τρώων ἐκπέρσωσ̓ εὖ ναιόμενον πτολίεθρον·"
" The brunt of furious battle [165] do my hands undertake, but if ever an apportionment comes, your prize is far greater, while small but dear is the reward I take to my ships, when I have worn myself out in the fighting.","ἀλλὰ τὸ μὲν πλεῖον πολυάϊκος πολέμοιο χεῖρες ἐμαὶ διέπουσ̓·||ἀτὰρ ἤν ποτε δασμὸς ἵκηται, σοὶ τὸ γέρας πολὺ μεῖζον, ἐγὼ δ̓ ὀλίγον τε φίλον τε ἔρχομ̓ ἔχων ἐπὶ νῆας, ἐπεί κε κάμω πολεμίζων."
" Now I will go back to Phthia, since it is far better to return home with my beaked ships, nor do I intend [170] while I am here dishonoured to pile up riches and wealth for you.""","νῦν δ̓ εἶμι Φθίην δ̓, ἐπεὶ ἦ πολὺ φέρτερόν ἐστιν οἴκαδ̓ ἴμεν σὺν νηυσὶ κορωνίσιν, οὐ δέ σ̓ ὀΐω ἐνθάδ̓ ἄτιμος ἐὼν ἄφενος καὶ πλοῦτον ἀφύξειν."
" 
Then the king of men, Agamemnon, answered him:","τὸν δ̓ ἠμείβετ̓ ἔπειτα ἄναξ ἀνδρῶν Ἀγαμέμνων·"
" ""Flee then, if your heart urges you; I do not beg you to remain for my sake.","φεῦγε μάλ̓ εἴ τοι θυμὸς ἐπέσσυται, οὐ δέ σ̓ ἔγωγε λίσσομαι εἵνεκ̓ ἐμεῖο μένειν·"
"  With me are others who will honour me, and above all Zeus, the lord of counsel.","πάῤ ἔμοιγε καὶ ἄλλοι οἵ κέ με τιμήσουσι, μάλιστα δὲ μητίετα Ζεύς."
" [175] Most hateful to me are you of all the kings that Zeus nurtures, for  always strife is dear to you, and wars and battles.","ἔχθιστος δέ μοί ἐσσι διοτρεφέων βασιλήων·||αἰεὶ γάρ τοι ἔρις τε φίλη πόλεμοί τε μάχαι τε·"
"  If you are very strong, it was a god, I think, who gave you this gift.","εἰ μάλα καρτερός ἐσσι, θεός που σοὶ τό γ̓ ἔδωκεν·"
"  Go home with your ships and your companions and lord it over the Myrmidons; for you I care not, [180] nor take heed of your wrath.","οἴκαδ̓ ἰὼν σὺν νηυσί τε σῇς καὶ σοῖς ἑτάροισι Μυρμιδόνεσσιν ἄνασσε, σέθεν δ̓ ἐγὼ οὐκ ἀλεγίζω, οὐ δ̓ ὄθομαι κοτέοντος·"
" But I will threaten you thus:","ἀπειλήσω δέ τοι ὧδε·"
" as Phoebus Apollo takes from me the daughter of Chryses, her with my ship and my companions I will send back, but I will myself come to your tent and take the fair-cheeked Briseis, your prize, so that you will understand [185] how much mightier I am than you, and another may shrink from declaring himself my equal and likening himself to me to my face.""","ὡς ἔμ̓ ἀφαιρεῖται Χρυσηΐδα Φοῖβος Ἀπόλλων, τὴν μὲν ἐγὼ σὺν νηΐ τ̓ ἐμῇ καὶ ἐμοῖς ἑτάροισι πέμψω, ἐγὼ δέ κ̓ ἄγω Βρισηΐδα καλλιπάρῃον αὐτὸς ἰὼν κλισίην δὲ τὸ σὸν γέρας ὄφῤ ἐῢ εἰδῇς ὅσσον φέρτερός εἰμι σέθεν, στυγέῃ δὲ καὶ ἄλλος ἶσον ἐμοὶ φάσθαι καὶ ὁμοιωθήμεναι ἄντην."
"
So he spoke.","ὣς φάτο·"
" Grief came upon the son of Peleus, and within his shaggy breast his heart was divided, whether he should draw his sharp sword from beside his thigh, [190] and break up the assembly, and slay the son of Atreus, or stay his anger and curb his spirit.","Πηλεΐωνι δ̓ ἄχος γένετ̓, ἐν δέ οἱ ἦτορ στήθεσσιν λασίοισι διάνδιχα μερμήριξεν, ἢ ὅ γε φάσγανον ὀξὺ ἐρυσσάμενος παρὰ μηροῦ τοὺς μὲν ἀναστήσειεν, ὃ δ̓ Ἀτρεΐδην ἐναρίζοι, ἦε χόλον παύσειεν ἐρητύσειέ τε θυμόν."
"  While he pondered this in mind and heart, and was drawing from its sheath his great sword, Athene came from heaven.","ἧος ὃ ταῦθ̓ ὥρμαινε κατὰ φρένα καὶ κατὰ θυμόν, ἕλκετο δ̓ ἐκ κολεοῖο μέγα ξίφος, ἦλθε δ̓ Ἀθήνη οὐρανόθεν·"
" The white-armed goddess Hera had sent her forth, [195] for in her heart she loved and cared for both men alike.","πρὸ γὰρ ἧκε θεὰ λευκώλενος Ἥρη ἄμφω ὁμῶς θυμῷ φιλέουσά τε κηδομένη τε·"
"
She stood behind him, and seized the son of Peleus by his fair hair, appearing to him alone.","στῆ δ̓ ὄπιθεν, ξανθῆς δὲ κόμης ἕλε Πηλεΐωνα οἴῳ φαινομένη·"
" No one of the others saw her.","τῶν δ̓ ἄλλων οὔ τις ὁρᾶτο·"
" Achilles was seized with wonder, and turned around, and immediately recognized Pallas Athene.","θάμβησεν δ̓ Ἀχιλεύς, μετὰ δ̓ ἐτράπετ̓, αὐτίκα δ̓ ἔγνω Παλλάδ̓ Ἀθηναίην·"
" Terribly her eyes shone.","δεινὼ δέ οἱ ὄσσε φάανθεν·"
" [200] Then he addressed her with winged words, and said:","καί μιν φωνήσας ἔπεα πτερόεντα προσηύδα·"
" ""Why now, daughter of aegis-bearing Zeus, have you come?","τίπτ̓ αὖτ̓ αἰγιόχοιο Διὸς τέκος εἰλήλουθας;"
" Is it so that you might see the arrogance of Agamemnon, son of Atreus?","ἦ ἵνα ὕβριν ἴδῃ Ἀγαμέμνονος Ἀτρεΐδαο;"
" One thing I will tell you, and I think this will be brought to pass:","ἀλλ̓ ἔκ τοι ἐρέω, τὸ δὲ καὶ τελέεσθαι ὀΐω·"
